,Operating Name,Issued,year,postal,area
59086,MADINA HALAL BAKED PIZZA & WING,11/01/99,1999,M4J1M3,M4J
59087,JADE'S CHINESE RESTAURANT,01/01/78,1978,M6E2H5,M6E
59088,WING MACHINE,31/08/88,1988,M2N5S1,M2N
59089,SUBWAY SANDWICH AND SALAD SHOP,04/03/97,1997,M1G1P4,M1G
59090,HAPPY VALLEY CHINESE FOOD,29/04/97,1997,M1J3C5,M1J
59091,TUEN'S LOBSTER KING,16/02/98,1998,M1L1E1,M1L
59092,ELLIPSIS FOOD,22/06/98,1998,M6G1A5,M6G
59093,TASTEE ROLLS,11/02/99,1999,M4B2K5,M4B
59094,PASQUALINO BAR,18/03/94,1994,M6N1J2,M6N
59095,STERGY'S RESTAURANT,10/02/98,1998,M4C1L7,M4C
59096,THE CHICKEN QUARTERS R.A.C.,28/01/98,1998,M5H1T1,M5H
59097,DEALER'S CAFE,17/11/98,1998,M6A2T1,M6A
59098,MR SUBMARINE,06/10/89,1989,M4N2L2,M4N
59099,MAINLAND CAFE,06/10/98,1998,M6K1L4,M6K
59100,SUNRISE RESTAURANT,30/08/99,1999,M1R4C2,M1R
59101,BULLWINKLE'S BAR & GRILL,05/05/95,1995,M6M4P7,M6M
59102,FANG YUAN RESTAURANT,13/05/99,1999,M6R2N1,M6R
59103,MCDONALD'S,29/09/99,1999,M2J3C1,M2J
59104,HARVEY'S,11/06/99,1999,M9V5H7,M9V
59105,LAS PALMAS,29/05/98,1998,M3L1A5,M3L
59106,S'S CUP DELI ROAST,01/01/99,1999,M5G1C7,M5G
59107,BAKER'S DOZEN DONUTS,20/10/97,1997,M6A3B2,M6A
59108,YU-CHU'S,02/05/94,1994,M3J1L5,M3J
59109,WHISKEY SAIGON,16/03/95,1995,M5V1W4,M5V
59110,PIZZA HUT,01/01/98,1998,M1S4T5,M1S
59111,PIZZA HUT,24/10/97,1997,M1B4Y7,M1B
59112,THE PIT STOP FAMILY RESTAURANT,01/04/98,1998,M9M2S1,M9M
59113,GOOD FELLAS CAFE,15/04/97,1997,M4J1N2,M4J
59114,PAPE COFFEE SHOP,04/05/98,1998,M4K3T6,M4K
59115,SWISS CHALET,16/05/96,1996,M3J2P7,M3J
59116,COFFEE DONUTS,19/05/99,1999,M1E2M8,M1E
59117,,12/06/73,1973,M4G2K2,M4G
59118,DRUXY'S FAMOUS DELI #25,10/04/85,1985,M5C2R1,M5C
59119,DRUXY'S FAMOUS DELI #48,14/10/86,1986,M5H2M5,M5H
59120,KING GARDEN CHINESE RESTAURANT,04/05/90,1990,M8W2A4,M8W
59121,DRUXY'S FAMOUS DELI #58,17/02/94,1994,M5C1R5,M5C
59122,DRUXY'S FAMOUS DELI #68,21/07/95,1995,M4S3E2,M4S
59123,DRUXY'S,22/01/98,1998,M2J5A7,M2J
59124,BOOT CAFE,01/01/99,1999,M4J1M9,M4J
59125,ELIM COFFEE,07/10/99,1999,M6M4S3,M6M
59126,ICHI BAN,20/02/86,1986,M6G1L2,M6G
59127,SECOND CUP COFFEE CO,25/09/96,1996,M2M3Y7,M2M
59128,LE SANDWICH,19/03/97,1997,M4P1K5,M4P
59129,SECOND CUP,22/01/97,1997,M2R1W6,M2R
59130,SPANKY'S TAVERN,11/08/99,1999,M6S2R9,M6S
59131,ZIZI ON COLLEGE,21/02/00,2000,M6G1B3,M6G
59132,CARLO'S AND ADELINA'S PLACE,01/01/66,1966,M6G2L7,M6G
59133,FUJI RESTAURANT,25/03/91,1991,M8Z1P6,M8Z
59134,SEGUNDA RODA RESTAURANT LTD,19/09/94,1994,M6J1X8,M6J
59135,HOOPS SPORTS BAR & GRILL,21/06/96,1996,M4Y1W9,M4Y
59136,1179031 ONTARIO LIMITED,01/01/97,1997,M5P2W2,M5P
59137,VINO VINO,06/07/98,1998,M6C1C7,M6C
59138,COFFEE TIME DONUTS,06/07/98,1998,M5T3A5,M5T
59139,THREE FOR ONE PIZZA & CHICKEN,01/01/99,1999,M9M2W1,M9M
59140,SAPORE,21/01/99,1999,M4S1Z8,M4S
59141,PIZZA CORNER BAKERY,01/01/00,2000,M4B1A9,M4B
59142,NEW DOMINION RESTAURANT,18/04/96,1996,M3J2Z1,M3J
59143,ELLAS COFFEE SHOP,24/02/92,1992,M6G1M4,M6G
59144,YAWARA JAPANESE RESTAURANT,15/04/96,1996,M2M3W2,M2M
59145,RED APPLE DELI,01/01/98,1998,M4J1L2,M4J
59146,VELVET FAMILY RESTAURANT,01/01/98,1998,M1R1R4,M1R
59147,MR. SUB,27/01/99,1999,M3J3K5,M3J
59148,CHINA GOURMET TAKE OUT,12/08/99,1999,M9P1B2,M9P
59149,COFFEE TIME DONUT,01/01/98,1998,M6G1C8,M6G
59150,BUKOM RESTAURANT & CATERING LTD.,14/06/94,1994,M3H1S8,M3H
59151,WISE CHOICE SEAFOOD RESTAURANT,30/09/94,1994,M1V5J6,M1V
59152,NIKKI BURGERS,29/05/95,1995,M4N2L1,M4N
59153,AUNTIES AND UNCLES,15/03/99,1999,M5S2P1,M5S
59154,TROPICAL BEACH NIGHT CLUB BAR & GRILL,02/09/98,1998,M4A2M2,M4A
59155,GIA LONG RESTAURANT,16/08/99,1999,M6P1Y9,M6P
59156,PIZZA EXPO,03/02/00,2000,M1T3H8,M1T
59157,WILLY'S JERK,07/10/93,1993,M9M2W8,M9M
59158,CASA MANNA,23/06/94,1994,M5V3B7,M5V
59159,PIAZZA,14/03/96,1996,M5H2M9,M5H
59160,THE FOXES DEN,19/06/96,1996,M5S2B1,M5S
59161,,29/05/97,1997,M5V1A2,M5V
59162,1054849 ONTARIO LIMITED,11/04/94,1994,M4K1P1,M4K
59163,WING MACHINE,29/05/96,1996,M4S1Z3,M4S
59164,STEAK QUEEN,27/01/97,1997,M9W1R9,M9W
59165,SWISS CHALET,10/03/97,1997,M4P1J4,M4P
59166,WEST GARDEN RESTAURANT,27/09/99,1999,M1E4W1,M1E
59167,BERSANI & CLARK SANDWICH GRILL,20/03/98,1998,M4S1X8,M4S
59168,BFT'S BAR & GRILL,17/05/83,1983,M2N5P6,M2N
59169,BLUE WAVE FISH HOUSE & GRILL,26/01/95,1995,M4E1S6,M4E
59170,UNCLE GEORGE'S FAMILY RESTAURANT & BAR II,20/04/98,1998,M5S1W9,M5S
59171,RIKO'S CAFE,25/05/98,1998,M6R2M6,M6R
59172,SERENITY & COMPANY,16/06/98,1998,M8X1C8,M8X
59173,YUMMY BAR-B-Q,27/02/95,1995,M6P4A9,M6P
59174,TEMPEST CAFE,04/05/95,1995,M4M1L4,M4M
59175,VALLEY PIZZA AND PASTA CAFE,11/05/95,1995,M4K3Z1,M4K
59176,CAFE AQUARIO,10/03/97,1997,M6J1X5,M6J
59177,KULMIS RESTAURANT,29/05/97,1997,M6P1Y7,M6P
59178,HAKKA VILLA,31/08/98,1998,M1R4C2,M1R
59179,YOKODUNA JAPANESE NOODLE HOUSE,01/01/00,2000,M1V5B5,M1V
59180,OTAKO JAPANESE AND KOREAN RESTAURANT,26/01/00,2000,M1V3Z4,M1V
59181,A & B RESTAURANT,12/04/94,1994,M5B1E2,M5B
59182,NEW WORLD CHINESE SEAFOOD RESTAURANT,13/03/97,1997,M2H3B2,M2H
59183,VICTORIA RESTAURANT,29/05/97,1997,M6H1M5,M6H
59184,BAROLI CAFFE,01/01/98,1998,M4W3G7,M4W
59185,AUNTIE EMM'S,01/10/98,1998,M5B1M1,M5B
59186,COFFEE TIME DONUTS,07/01/00,2000,M3J3L8,M3J
59187,THE DAILY PERK COFFEE COMPANY,20/01/97,1997,M2J4S4,M2J
59188,DOUBLE DOUBLE PIZZA & CHICKEN #9,07/07/95,1995,M3N2J5,M3N
59189,TASTY CHINESE FOOD,01/09/92,1992,M5T2X1,M5T
59190,ABC BAKERY & COFFEE SHOP,01/01/96,1996,M2H3B2,M2H
59191,BA KWO SEAFOOD RESTAURANT,13/03/96,1996,M5G1C7,M5G
59192,CREMINO,12/06/97,1997,M4P2E6,M4P
59193,RANI'S TASTE OF INDIA,05/09/97,1997,M1B4Y7,M1B
59194,PQ RESTAURANT,21/04/98,1998,M4M2V7,M4M
59195,CAMPBELLVILLE RESTAURANT AND BAR,22/07/99,1999,M1K4G7,M1K
59196,MYUTOPIA,23/07/99,1999,M6R1A8,M6R
59197,MILVAN NIGHTCLUB & RESTAURANT,01/01/00,2000,M9L1Y8,M9L
59198,GOOD FELLAS CAFE,30/03/00,2000,M4J1N2,M4J
59199,TIMES COFFEE & DONUTS,20/07/99,1999,M1L1B1,M1L
59200,MANDARIN RESTAURANT,04/10/91,1991,M4S2C6,M4S
59201,THE SECOND CUP,22/09/94,1994,M5T2Z9,M5T
59202,THE SECOND CUP,22/09/94,1994,M5S3G3,M5S
59203,THE SECOND CUP,22/09/94,1994,M5R2M2,M5R
59204,GOJIMA,03/11/95,1995,M8X1E9,M8X
59205,TREATS,28/07/97,1997,M3C1P8,M3C
59206,HAPPY PALACE RESTAURANT,24/07/86,1986,M5T1G7,M5T
59207,MIDORI,01/06/92,1992,M4Y1X5,M4Y
59208,HOUSE CAFE LIMITED,14/04/97,1997,M1S2B7,M1S
59209,FURUSATO,23/09/97,1997,M2N5S2,M2N
59210,HEY LUCY CAFE,25/05/98,1998,M2N5N5,M2N
59211,MAGGIE'S CAFE,26/03/98,1998,M2M4J5,M2M
59212,BALLPARK DINER,28/01/99,1999,M4L2R4,M4L
59213,GOLD STAR DONUTS,23/01/89,1989,M6N4B3,M6N
59214,THE GREAT STEAK & POTATO COMPANY,08/09/95,1995,M5B2H4,M5B
59215,WENDY'S RESTAURANTS OF CANADA,20/08/96,1996,M1T1A1,M1T
59216,ALFA PLUS,12/08/99,1999,M4J1L9,M4J
59217,MITCHIE'S EATERY,13/04/99,1999,M6N1J4,M6N
59218,CAFFE MARROSSO,16/05/95,1995,M6E2J4,M6E
59219,OK HEALTH VEGETARIAN RESTAURANT,31/10/95,1995,M5T2L9,M5T
59220,SUPER BEE DELICIOUS,20/01/99,1999,M4M1Z7,M4M
59221,COFFEE TIME DONUTS,01/01/98,1998,M4W3C7,M4W
59222,GREAT UNIVERSAL PIZZA SUB & WINGS,16/03/98,1998,M1N1R6,M1N
59223,SUBWAY SANDWICH AND SALAD,10/03/97,1997,M3J2C7,M3J
59224,HAVA JAVA,04/11/97,1997,M6P1Y8,M6P
59225,STEAK OUT,30/03/98,1998,M4Y1W9,M4Y
59226,BAKEWORKS,17/07/98,1998,M4L1H6,M4L
59227,CRAZY CHICKEN,20/10/98,1998,M5A1Z6,M5A
59228,PAISANO'S PIZZA & PANINI CAFE,01/01/00,2000,M2N4X9,M2N
59229,CHAMPION COFFEE STOP CATERING FAST FOOD,30/09/99,1999,M1C4Y8,M1C
59230,CAFE SI'L VOUS PLAIS,08/09/97,1997,M6P1A4,M6P
59231,A TASTE OF SICHUAN RESTAURANT,22/05/98,1998,M6C2C2,M6C
59232,COFFEE TEA OR ME,28/08/98,1998,M5V3H2,M5V
59233,CHARLE'S,13/01/99,1999,M2H3S5,M2H
59234,THE NEW YORK CITY STEAK HOUSE,11/06/99,1999,M7B2A2,M7B
59235,K-Q RESTAURANT,27/10/99,1999,M4E1E9,M4E
59236,KOKAME JAPANESE RESTAURANT,01/01/95,1995,M3H1S9,M3H
59237,K M PIZZERIA AND FAMILY RESTAURANT,09/04/98,1998,M6C1A9,M6C
59238,PAPPA'S DONUTS,23/07/99,1999,M6E2K7,M6E
59239,,01/05/85,1985,M6M4S3,M6M
59240,JOHN ANDERSON'S CHARCOALBROILED HAMBURGERS RESTAUR,25/08/95,1995,M1H2A3,M1H
59241,ZOO BAR CAFE WEST,25/06/97,1997,M5V2B5,M5V
59242,VERSA SERVICES,07/05/98,1998,M6K3G9,M6K
59243,MR BURGER,18/01/00,2000,M1B1K1,M1B
59244,ATHENIAN GARDEN RESTAURANT,03/05/91,1991,M4K1P8,M4K
59245,BIGODES SPORTS CAFE LTD.,03/06/94,1994,M6H2C1,M6H
59246,CULTURES,01/01/98,1998,M6A2T9,M6A
59247,PIZZA HEART,05/03/99,1999,M5S2G8,M5S
59248,DIEU KY CAFE & PASTERIES,20/05/99,1999,M4M1Z8,M4M
59249,GLORIA'S KITCHEN,21/08/86,1986,M9N1H5,M9N
59250,DAIRY EXPRESS,16/01/96,1996,M5J1E5,M5J
59251,MR MAHAARAJA,04/11/97,1997,M4Y1W4,M4Y
59252,CARIBBEAN MIKE,05/01/98,1998,M6H1N6,M6H
59253,SEOUL GAK-DU-KI,31/05/99,1999,M6G1L4,M6G
59254,YOUNG THAILAND RESTAURANT,26/02/92,1992,M5B1G8,M5B
59255,SORN THAI RESTAURANT,12/04/95,1995,M4P2J2,M4P
59256,CENTRO AMERICA & CANADIAN FOOD,05/05/98,1998,M3K1E7,M3K
59257,THE BREAD BASKET,08/05/00,2000,M4Y1R4,M4Y
59258,2-4-1 PIZZA,16/01/96,1996,M9V1A5,M9V
59259,TEXAS PIT RESTAURANT,30/09/99,1999,M9W2Z2,M9W
59260,TIMES CAFE,27/07/99,1999,M6E2G8,M6E
59261,SWEET HOME RESTAURANT,20/03/00,2000,M4C1L7,M4C
59262,TRAN'S PIZZA NO.12,02/11/98,1998,M5A3A4,M5A
59263,ASIAN CURRY COURT,30/06/99,1999,M1S1T3,M1S
59264,DON DON NOODLE CAFE,05/07/93,1993,M4Y1Y4,M4Y
59265,MICHEL'S BAGUETTE,13/01/94,1994,M5B2H6,M5B
59266,MOSAIC RESTAURANT & CATERING,23/01/97,1997,M5V2T3,M5V
59267,COFFEE TIME,04/02/94,1994,M1N1V2,M1N
59268,KIMURA SUSHI,15/07/96,1996,M1W2P3,M1W
59269,KUALI,13/05/97,1997,M4Y1C8,M4Y
59270,LATITUD ZERO LATIN CLUB,11/03/99,1999,M4P2J1,M4P
59271,DERBY MASTERS DONUT,11/09/92,1992,M2K1E6,M2K
59272,PELICAN FISH & CHIPS,10/08/95,1995,M4X1P6,M4X
59273,COLLEGIATE LUNCH,01/01/00,2000,M4M1Z5,M4M
59274,AUTO MERIDIAN,31/05/00,2000,M4C1L1,M4C
59275,TACO VILLA,01/01/98,1998,M5L1G5,M5L
59276,GEEVANA,13/07/99,1999,M1G3S3,M1G
59277,DODO CAFE,09/07/96,1996,M1P2L1,M1P
59278,STARLITE CONVENIENCE & COFFEE SHOP,30/10/98,1998,M6E2L1,M6E
59279,THREE MORE FAST FOOD,08/10/99,1999,M1V5L6,M1V
59280,PHILIPPINE ISLAND CUISINE,12/07/99,1999,M4H1P9,M4H
59281,THE BEACH BAR,01/01/89,1989,M4L1J2,M4L
59282,LUCKY THAI PALACE RESTAURANT,17/04/97,1997,M1R2Y3,M1R
59283,SOLID GOLD TORONTO,17/04/98,1998,M8Z5G9,M8Z
59284,REAR VIEW MIRROR,28/08/90,1990,M5A2Z4,M5A
59285,CARPINO'S PIZZA & PASTA BAR,12/09/94,1994,M9W6K5,M9W
59286,PURPLE ONION - FAMILY RESTAURANT,11/01/96,1996,M6N3E5,M6N
59287,UNDER THE SUN,01/01/98,1998,M1J2C7,M1J
59288,CAFFE FRAPPE,15/11/99,1999,M4K1P5,M4K
59289,CHARLEY T'S RESTAURANT & TAVERN,21/08/97,1997,M3J2E5,M3J
59290,1205673 ONTARIO INC,10/07/98,1998,M4S1Z8,M4S
59291,TROPICANA (TORONTO),01/01/99,1999,M5T3A8,M5T
59292,BEDLAM,22/07/99,1999,M5A1J5,M5A
59293,STARDUST LOUNGE,14/03/00,2000,M9W1R9,M9W
59294,L & J DONUTS,08/05/91,1991,M6P1Y5,M6P
59295,MAISON BAKERY,25/01/93,1993,M5P2W1,M5P
59296,THE PAWNBROKER'S DAUGHTER,06/05/98,1998,M5S2B3,M5S
59297,FAMILY DUPONT RESTAURANT,01/01/99,1999,M6P3S5,M6P
59298,IZBA RESTAURANT,10/08/88,1988,M6P1A6,M6P
59299,BRASS TAPS PIZZA PUB,30/08/91,1991,M6H1A4,M6H
59300,CULTURES,30/09/94,1994,M5B2H6,M5B
59301,SCHILLINGS,14/07/98,1998,M4K1N6,M4K
59302,IN CITTA PANOTECA/ESPRESSO BAR,01/01/99,1999,M5C2N8,M5C
59303,MISTER DONUT,01/01/95,1995,M4B1M6,M4B
59304,DAIRY QUEEN,02/08/79,1979,M6B3T1,M6B
59305,LAMBADA BAR & RESTAURANT,29/08/96,1996,M6E1A1,M6E
59306,GINZA RESTAURANT,20/04/98,1998,M9A1C2,M9A
59307,CORNER BAR & GRILL,29/05/96,1996,M9P2V7,M9P
59308,COFFEE TIME DONUTS,13/07/94,1994,M9W4K5,M9W
59309,MANHATTAN STRIP RESTAURANT,13/11/96,1996,M9V3Z7,M9V
59310,MILANS BISTRO,08/10/99,1999,M4P1H4,M4P
59311,PRINCE OF EGYPT RESTAURANT,17/04/00,2000,M1W2R5,M1W
59312,SANTOS CAFE/BAR,03/06/97,1997,M6K1V2,M6K
59313,NANDO'S CHICKENLAND CANADA,04/02/99,1999,M6C2C2,M6C
59314,CAFE A LA CASA,21/09/99,1999,M9C5N2,M9C
59315,APPIAN WAY,11/05/98,1998,M9C1B8,M9C
59316,PUMPERNICKEL'S,25/01/00,2000,M5J1A7,M5J
59317,SOLY'S DINER,25/01/00,2000,M5J1A7,M5J
59318,PIZZA NOVA #12,01/01/89,1989,M2K2E6,M2K
59319,BAGEL PARADISE RESTAURANT,28/09/95,1995,M6C2C4,M6C
59320,CHARLIE'S BAR & RESTAURANT,01/01/99,1999,M6E3S4,M6E
59321,SWEETHEART DONUT & CAFE,06/07/93,1993,M1W2H5,M1W
59322,FIVETWOFIVE WEST BAR,08/05/96,1996,M5S1Y4,M5S
59323,THIEN NGA CAFE,22/07/99,1999,M6J1V3,M6J
59324,GROUP 21 COFFEE & DONUT,11/03/97,1997,M1K2R5,M1K
59325,WEST HILL COFFEE DINER,27/06/97,1997,M1E2P1,M1E
59326,COFFEE TIME DONUTS,01/01/99,1999,M1K1L6,M1K
59327,RANGOON RESTAURANT & BAKERY,24/06/94,1994,M1K4G7,M1K
59328,STERGIOS RESTAURANT,28/09/99,1999,M8Z1P1,M8Z
59329,CYPRUS BY NIGHT,08/10/99,1999,M4J1L6,M4J
59330,ANNA'S ON HANNA CAFE,01/01/97,1997,M6K1W9,M6K
59331,FORKCHOPS NOODLE HOUSE,01/01/99,1999,M4T1Y5,M4T
59332,YOGEN FRUZ,25/03/99,1999,M2J5A7,M2J
59333,J & D HAMBURGERS & FISH & CHIPS,02/10/80,1980,M1L1C2,M1L
59334,BRIDGELAND MT RESTAURANT,12/05/99,1999,M6A1Y7,M6A
59335,SEA KING FISH & CHIPS,01/09/98,1998,M1N1T9,M1N
59336,ICHIBAN SUSHI HOUSE,01/01/99,1999,M2H1T1,M2H
59337,TAKE-OUT DELIGHTS,30/06/99,1999,M8V1L2,M8V
59338,CAFE ISTANBUL,18/01/00,2000,M5R3J3,M5R
59339,TUMMY TICKLERS,08/05/97,1997,M2K1E6,M2K
59340,WHITE TOWER,11/04/89,1989,M3N1H8,M3N
59341,SUPER SUBMARINE + PLUS,16/03/94,1994,M6B4J3,M6B
59342,BO BO RESTAURANT,07/02/97,1997,M6E2X1,M6E
59343,COFFEE STOP CAFE,18/08/98,1998,M6E3R5,M6E
59344,MR SUB,14/05/99,1999,M1S3P6,M1S
59345,DANG DE LION,11/09/96,1996,M5S1Y6,M5S
59346,SINANDISI CAFE,07/07/99,1999,M4J1L5,M4J
59347,CHUONG'S PIZZA,03/11/97,1997,M9M2G3,M9M
59348,RACLETTE RESTAURANT & WINE BAR,10/02/95,1995,M5V2A4,M5V
59349,MOLISE RESTAURANT & BAR,25/03/98,1998,M6E2L3,M6E
59350,FAR EAST CHINESE FOOD,16/08/99,1999,M9B4K8,M9B
59351,SELECT CAFE AND DONUTS,08/10/92,1992,M6S2S1,M6S
59352,MADE IN JAPAN,31/03/95,1995,M5H3Y2,M5H
59353,WELLINGTON HOUSE TAVERN,13/04/95,1995,M5V1E3,M5V
59354,KD'S CAFE & LOUNGE LTD,25/05/98,1998,M9W1H3,M9W
59355,KEW BEACH DONUT AND DELI,10/01/96,1996,M4E1E5,M4E
59356,,05/01/95,1995,M1K2M5,M1K
59357,MISTER PITA,18/08/98,1998,M8Z1S8,M8Z
59358,HAPPY TIME RESTAURANT,01/09/99,1999,M6K1L7,M6K
59359,KING OF KINGS RESTAURANT,31/01/89,1989,M5T1G7,M5T
59360,CAFE BAR ARGYLE,26/08/94,1994,M6J2Z2,M6J
59361,THE GREAT STEAK AND POTATO COMPANY,23/04/96,1996,M5B2H6,M5B
59362,COUNTRY STYLE DONUTS,03/03/94,1994,M8V1H7,M8V
59363,COUNTRY STYLE DONUTS,16/10/97,1997,M9R2Y8,M9R
59364,MAMMA ITALIA RISTORANTE,01/01/69,1969,M9A1C4,M9A
59365,THE RICE GARDEN RESTAURANT,17/02/84,1984,M9B2R6,M9B
59366,CHINAVILLE RESTAURANT,02/08/89,1989,M9W5Z3,M9W
59367,THE FOX BISTRO,24/08/92,1992,M9W1J1,M9W
59368,LE THYME GOURMET,10/03/94,1994,M8X1Y2,M8X
59369,SUBWAY SANDWICHES & SALAD,30/03/94,1994,M9C1B8,M9C
59370,HARVEY'S,07/03/95,1995,M9B6J1,M9B
59371,TENNESSEE RESTAURANT & TAVERN,11/08/95,1995,M6R1A6,M6R
59372,DAIRY BELL ICE CREAM & FROZEN YOGURT,26/07/96,1996,M8V1C5,M8V
59373,LA ESTANCIA RESTAURANT,01/01/97,1997,M6E2H6,M6E
59374,CHINA FUN RESTAURANT,24/10/97,1997,M5P3L3,M5P
59375,TOOZER'S,29/07/97,1997,M8W1P6,M8W
59376,BRUNO'S PASTA,14/10/97,1997,M9C1B8,M9C
59377,SKYWAY GRILL & BAR,18/03/98,1998,M9W6A9,M9W
59378,SUB PLUS MORE,03/07/98,1998,M9C2N2,M9C
59379,RICHVIEW SQUARE RESTAURANT & STEAK HOUSE/THE RICHVIEW RESTAURANT,08/04/98,1998,M9C1C6,M9C
59380,CLASSIC DONUT & PIZZA,05/06/98,1998,M8Z5E8,M8Z
59381,MELLO'S WEST INDIAN RESTAURANT,20/05/99,1999,M6M4P4,M6M
59382,THE BAMBOO GROVE WEST INDIAN RESTAURANT AND TAKE-OUT,05/01/99,1999,M6E2H4,M6E
59383,STARDUST LOUNGE,05/05/99,1999,M9W1R9,M9W
59384,FANTASY SWEETS,14/07/99,1999,M9W7A4,M9W
59385,SOUP BOWL WEST INDIAN RESTAURANT,01/01/00,2000,M3K1E1,M3K
59386,BEST COFFEE HOUSE AND FINE FOODS LTD,01/01/00,2000,M4E1H2,M4E
59387,SEPTEMBERS,01/01/78,1978,M6N4A9,M6N
59388,THE PARKVIEW CLUB,03/04/91,1991,M3C4G9,M3C
59389,YOUNG LOK RESTAURANT,12/05/97,1997,M2N6K1,M2N
59390,PIZZA PASTAWAYS,02/06/98,1998,M8X2X9,M8X
59391,SHAKESPEARE'S CAFE,24/08/99,1999,M5S1X2,M5S
59392,PITALICIOUS,07/06/99,1999,M2N5N4,M2N
59393,WHELAN'S GATE PUB & RESTAURANT,15/04/93,1993,M6P1A6,M6P
59394,PETE'S DUGOUT BAR AND DINER,01/06/95,1995,M8Z1K6,M8Z
59395,MR PANINO,04/08/99,1999,M9C2Z4,M9C
59396,GOLDEN GARDEN RESTAURANT,17/05/91,1991,M6M1B6,M6M
59397,THE LAST TEMPTATION,01/01/95,1995,M5T2J7,M5T
59398,SUBWAY SANDWICH,04/10/96,1996,M5E1R9,M5E
59399,PORT SUDAN RESTAURANT,01/01/98,1998,M4Y2A6,M4Y
59400,MOISHES,09/02/99,1999,M5X1E4,M5X
59401,1216894 ONTARIO LTD,24/01/00,2000,M6E1B5,M6E
59402,COFFEE TIME DONUTS,19/07/99,1999,M1V4P1,M1V
59403,RESTAURANT L'ESCARGOT,28/08/97,1997,M6G1B5,M6G
59404,CULTURES FRESH FOOD RESTAURANTS,19/03/93,1993,M4W3R8,M4W
59405,RUMBA NIGHT RESTAURANT,24/04/96,1996,M6G1L8,M6G
59406,ZORBA THE GREEK,23/04/97,1997,M1R4B7,M1R
59407,KALIFORNIA ROTISSERIE CHICKEN & PIZZA,20/05/98,1998,M9V1A7,M9V
59408,CHURRASQUEIRA O FOGAREIRO LTD,28/07/95,1995,M6M1A5,M6M
59409,ESTRELLITA-DEL-SUR,01/01/00,2000,M9L1Y9,M9L
59410,NEW LEAFS SPORTS BAR,06/04/95,1995,M6K1T8,M6K
59411,JOSEPH'S,21/03/97,1997,M6C1B6,M6C
59412,CSARDA RESTAURANT & TAVERN,27/05/98,1998,M5G1H1,M5G
59413,THAT'S WRAPP,10/05/99,1999,M4K1P1,M4K
59414,LAZZAGNA ENTERTAINING RESTAURANT (1999) INC,25/06/99,1999,M9W5B2,M9W
59415,DINO CO,17/02/98,1998,M8Z1N7,M8Z
59416,3 PIZZAS 3 WINGS STORE#71,09/02/99,1999,M2N5S3,M2N
59417,TASTY OPEN KITCHEN,01/01/63,1963,M4L2C2,M4L
59418,SUSHI EI JAPANESE RESTAURANT,21/03/95,1995,M4Y2P2,M4Y
59419,MISTRAL RESTAURANT,16/11/98,1998,M4T1Y5,M4T
59420,VENI CAFE,01/01/00,2000,M6R1A6,M6R
59421,NEW MORABEZA RESTAURANT & LOUNGE,20/01/00,2000,M6J3A1,M6J
59422,POLKA RESTAURANT & TAVERN,23/04/93,1993,M8W3T5,M8W
59423,METRO SNACKS,06/09/96,1996,M5B1T1,M5B
59424,SILVER SPOON DINER,09/06/98,1998,M4C1L9,M4C
59425,VITTORIA,16/02/84,1984,M8W3W2,M8W
59426,LOUIS JANNETTA'S PLACE,12/07/94,1994,M4Y1S1,M4Y
59427,ANGKOR RESTAURANT,18/03/97,1997,M4M1Y3,M4M
59428,THE LATIN CORNER,17/03/99,1999,M6G1M2,M6G
59429,JUMBO CAFE & BAR,31/08/99,1999,M6J1Y4,M6J
59430,WING MACHINE,02/05/00,2000,M4P2E7,M4P
59431,IL PANZEROTTO AND PIZZA,02/03/98,1998,M9A1B7,M9A
59432,THE PRECINCT,28/10/88,1988,M9A1B7,M9A
59433,GEORGE'S DRVE IN RESTAURANT,03/03/97,1997,M1H2Y2,M1H
59434,WEST SIDE B B Q RESTAURANT,11/08/97,1997,M6G1M3,M6G
59435,MR TACO,20/01/99,1999,M1V1V2,M1V
59436,CHUM CHUM HOUSE,19/08/99,1999,M4C1K3,M4C
59437,MASSIMO PIZZA & PASTA,01/01/67,1967,M5T1R9,M5T
59438,GRISANTI'S RESTAURANT,15/01/98,1998,M9W1J1,M9W
59439,3FOR1 PANZEROTO PIZZA AND WINGS,06/01/00,2000,M6M4P4,M6M
59440,CAFE MARIA,14/07/87,1987,M3K1E6,M3K
59441,THE SECOND CUP,01/01/97,1997,M8X1C2,M8X
59442,SUBWAY SUBS(4534),23/06/97,1997,M8Z1T5,M8Z
59443,THE BAGEL STOP,26/05/97,1997,M2N6K1,M2N
59444,CHARLIE'S RESTAURANT,08/05/95,1995,M4K2M7,M4K
59445,LEILA'S DELI,01/01/94,1994,M5E1S2,M5E
59446,ROCKY POINT TAKE-OUT & CATERING SERVICES,21/09/99,1999,M9N1V4,M9N
59447,MAHAD RESTAURANT,24/02/00,2000,M6N4J8,M6N
59448,2 4 1 PIZZA,18/05/93,1993,M6N4B3,M6N
59449,MARY BROWN'S FRIED CHICKEN,10/04/85,1985,M6M1B7,M6M
59450,,11/04/86,1986,M6M3G6,M6M
59451,TED'S COLLISION AND BODY REPAIR REST,12/07/94,1994,M6G1B2,M6G
59452,MAGGIE'S PLACE,19/09/95,1995,M8W1P5,M8W
59453,CENTENNIAL RESTAURANT,19/08/96,1996,M6M1A5,M6M
